ts,motor_rpm,pressure_bar,axis1_torque,motor_temp,servo_current,servo_voltage,axis2_position,axis2_velocity,axis1_velocity,axis1_position
4052,1668.352,3.606,56.411,69.875,6.999,48.479,56.657,-106.466,309.993,16.269
4053,1668.077,3.607,56.54,69.872,6.999,48.478,56.557,-106.673,309.805,16.582
4054,1668.05,3.608,56.647,69.877,6.997,48.479,56.441,-106.869,309.63,16.891
4055,1667.878,3.61,56.766,69.879,6.997,48.478,56.34,-107.065,309.492,17.192
4056,1667.702,3.61,56.886,69.882,6.997,48.478,56.23,-107.275,309.312,17.506
4057,1667.515,3.61,57.016,69.877,7.001,48.478,56.113,-107.463,309.146,17.802
4058,1667.38,3.611,57.125,69.883,7.001,48.479,56.02,-107.665,308.968,18.121
4059,1667.264,3.611,57.242,69.882,6.999,48.478,55.904,-107.869,308.78,18.421
4060,1666.993,3.613,57.371,69.881,7.001,48.479,55.807,-108.055,308.582,18.747
4061,1666.828,3.614,57.486,69.886,6.999,48.478,55.682,-108.262,308.414,19.047
4062,1666.736,3.614,57.587,69.886,7.001,48.479,55.578,-108.457,308.238,19.357
4063,1666.534,3.615,57.712,69.885,7.001,48.478,55.463,-108.646,308.015,19.666
4064,1666.411,3.616,57.835,69.891,7.002,48.478,55.368,-108.854,307.838,19.976
4065,1666.355,3.615,57.946,69.888,7.001,48.479,55.255,-109.055,307.615,20.277
4066,1666.03,3.616,58.058,69.891,6.999,48.478,55.154,-109.254,307.438,20.585
4067,1665.945,3.617,58.179,69.893,7,48.478,55.029,-109.45,307.207,20.9
4068,1665.857,3.619,58.283,69.892,6.998,48.478,54.924,-109.638,307.021,21.206
4069,1665.664,3.619,58.411,69.896,7,48.479,54.814,-109.827,306.825,21.516
4070,1665.538,3.62,58.513,69.893,6.999,48.478,54.714,-110.028,306.591,21.819
4071,1665.396,3.621,58.621,69.899,6.999,48.478,54.601,-110.224,306.388,22.127
4072,1665.19,3.62,58.736,69.894,6.997,48.479,54.481,-110.419,306.174,22.419
4073,1665.01,3.621,58.854,69.901,6.996,48.479,54.371,-110.606,305.915,22.731
4074,1664.847,3.622,58.958,69.903,6.996,48.478,54.273,-110.807,305.721,23.043
4075,1664.627,3.623,59.085,69.901,6.998,48.48,54.154,-111.002,305.484,23.341
4076,1664.576,3.623,59.196,69.9,6.996,48.479,54.037,-111.189,305.264,23.645
4077,1664.358,3.624,59.294,69.9,6.994,48.478,53.93,-111.38,305.024,23.963
4078,1664.154,3.627,59.421,69.901,6.995,48.479,53.816,-111.566,304.789,24.268
4079,1664.131,3.627,59.533,69.904,6.992,48.479,53.718,-111.769,304.514,24.571
4080,1663.956,3.627,59.63,69.903,6.992,48.479,53.589,-111.944,304.3,24.868
4081,1663.816,3.627,59.738,69.909,6.991,48.48,53.484,-112.146,304.04,25.183
4082,1663.58,3.629,59.863,69.908,6.99,48.48,53.364,-112.337,303.792,25.487
4083,1663.469,3.629,59.957,69.909,6.99,48.48,53.265,-112.516,303.542,25.776
4084,1663.325,3.631,60.075,69.913,6.987,48.48,53.155,-112.701,303.274,26.087
4085,1663.149,3.632,60.179,69.908,6.986,48.48,53.034,-112.905,303.043,26.386
4086,1662.988,3.631,60.28,69.912,6.986,48.48,52.925,-113.087,302.758,26.686
4087,1662.871,3.632,60.396,69.91,6.984,48.48,52.805,-113.278,302.496,26.986
4088,1662.72,3.633,60.513,69.91,6.982,48.481,52.687,-113.468,302.247,27.305
4089,1662.516,3.634,60.619,69.918,6.982,48.48,52.589,-113.638,301.947,27.6
4090,1662.243,3.634,60.724,69.913,6.979,48.479,52.472,-113.835,301.701,27.904
4091,1662.11,3.635,60.823,69.917,6.978,48.479,52.348,-114.022,301.395,28.207
4092,1662.114,3.635,60.919,69.916,6.977,48.48,52.247,-114.199,301.133,28.499
4093,1661.818,3.638,61.04,69.923,6.977,48.48,52.117,-114.402,300.841,28.8
4094,1661.732,3.638,61.147,69.923,6.973,48.481,52.018,-114.582,300.544,29.105
4095,1661.627,3.64,61.247,69.925,6.972,48.48,51.899,-114.761,300.252,29.398
4096,1661.416,3.64,61.341,69.927,6.971,48.48,51.791,-114.949,299.978,29.699
4097,1661.288,3.64,61.447,69.923,6.97,48.48,51.674,-115.135,299.684,30.002
4098,1660.975,3.641,61.553,69.928,6.97,48.48,51.544,-115.313,299.384,30.306
4099,1661.006,3.642,61.656,69.924,6.967,48.481,51.438,-115.487,299.082,30.607
4100,1660.67,3.642,61.755,69.924,6.966,48.481,51.311,-115.679,298.794,30.902
4801,1537.458,4.628,31.025,70.671,3.317,48.499,-46.794,-122.301,-254.73,58.522
4802,1537.23,4.631,31.06,70.679,3.324,48.498,-46.926,-122.13,-255.309,58.278
4803,1537.067,4.632,31.092,70.678,3.328,48.499,-47.038,-121.972,-255.872,58.022
4804,1536.781,4.635,31.133,70.673,3.334,48.498,-47.162,-121.8,-256.441,57.756
4805,1536.744,4.636,31.172,70.675,3.337,48.5,-47.281,-121.624,-257.024,57.492
4806,1536.482,4.637,31.217,70.677,3.346,48.499,-47.408,-121.468,-257.613,57.239
4807,1536.345,4.64,31.268,70.68,3.351,48.5,-47.53,-121.291,-258.177,56.988
4808,1536.06,4.641,31.318,70.679,3.355,48.5,-47.662,-121.121,-258.713,56.718
4809,1535.991,4.643,31.367,70.68,3.361,48.499,-47.777,-120.962,-259.296,56.469
4810,1535.703,4.645,31.41,70.683,3.369,48.499,-47.896,-120.779,-259.83,56.212
4811,1535.584,4.647,31.46,70.683,3.374,48.499,-48.025,-120.624,-260.408,55.944
4812,1535.319,4.648,31.492,70.689,3.381,48.499,-48.139,-120.454,-260.934,55.687
4813,1535.096,4.651,31.55,70.686,3.386,48.499,-48.264,-120.268,-261.469,55.427
4814,1535.014,4.652,31.588,70.69,3.391,48.499,-48.376,-120.099,-262.047,55.165
4815,1534.835,4.655,31.649,70.691,3.395,48.5,-48.501,-119.925,-262.57,54.911
4816,1534.586,4.657,31.689,70.687,3.403,48.5,-48.615,-119.759,-263.111,54.645
4817,1534.399,4.659,31.739,70.688,3.407,48.5,-48.739,-119.58,-263.649,54.382
4818,1534.2,4.659,31.789,70.694,3.417,48.499,-48.86,-119.414,-264.18,54.118
4819,1534.136,4.661,31.845,70.694,3.421,48.499,-48.979,-119.241,-264.721,53.856
4820,1533.921,4.664,31.908,70.693,3.427,48.5,-49.094,-119.057,-265.234,53.587
4821,1533.659,4.665,31.966,70.696,3.433,48.499,-49.216,-118.893,-265.764,53.322
4822,1533.4,4.668,32.008,70.692,3.438,48.499,-49.336,-118.707,-266.289,53.054
4823,1533.369,4.668,32.069,70.697,3.447,48.498,-49.452,-118.536,-266.821,52.776
4824,1533.012,4.672,32.129,70.694,3.451,48.5,-49.563,-118.363,-267.339,52.509
4825,1532.922,4.673,32.177,70.696,3.461,48.5,-49.678,-118.18,-267.873,52.25
4826,1532.798,4.674,32.238,70.7,3.466,48.498,-49.81,-118.012,-268.391,51.979
4827,1532.635,4.676,32.302,70.7,3.471,48.499,-49.927,-117.829,-268.889,51.715
4828,1532.43,4.679,32.35,70.705,3.478,48.5,-50.032,-117.652,-269.399,51.437
4829,1532.269,4.681,32.419,70.701,3.483,48.5,-50.161,-117.475,-269.892,51.169
4830,1531.954,4.683,32.464,70.704,3.491,48.5,-50.284,-117.306,-270.426,50.896
4831,1531.777,4.685,32.53,70.706,3.499,48.499,-50.383,-117.126,-270.93,50.633
4832,1531.577,4.685,32.597,70.707,3.505,48.5,-50.507,-116.932,-271.405,50.362
4833,1531.472,4.687,32.666,70.711,3.51,48.499,-50.619,-116.765,-271.898,50.09
4834,1531.18,4.69,32.731,70.71,3.516,48.499,-50.747,-116.587,-272.401,49.82
4835,1531.099,4.692,32.793,70.71,3.525,48.499,-50.866,-116.391,-272.891,49.538
4836,1530.783,4.693,32.848,70.713,3.53,48.5,-50.981,-116.215,-273.385,49.275
4837,1530.647,4.696,32.922,70.708,3.539,48.499,-51.1,-116.029,-273.841,48.992
4838,1530.495,4.697,32.973,70.715,3.547,48.5,-51.207,-115.86,-274.357,48.727
4839,1530.383,4.698,33.054,70.717,3.553,48.5,-51.315,-115.67,-274.841,48.445
4840,1530.09,4.7,33.119,70.714,3.557,48.5,-51.439,-115.48,-275.303,48.17
4841,1529.841,4.703,33.172,70.719,3.568,48.499,-51.553,-115.312,-275.766,47.901
4842,1529.682,4.703,33.253,70.717,3.573,48.499,-51.669,-115.115,-276.264,47.621
4843,1529.591,4.707,33.322,70.716,3.58,48.5,-51.789,-114.939,-276.695,47.344
4844,1529.292,4.707,33.38,70.718,3.588,48.5,-51.899,-114.754,-277.166,47.071
4845,1529.137,4.71,33.456,70.722,3.594,48.5,-52.006,-114.575,-277.66,46.803
4846,1529.06,4.711,33.528,70.723,3.6,48.499,-52.12,-114.392,-278.091,46.514
4847,1528.833,4.713,33.598,70.724,3.608,48.499,-52.243,-114.2,-278.576,46.234
4848,1528.646,4.715,33.671,70.726,3.618,48.499,-52.361,-114.007,-279.024,45.951
4849,1528.507,4.717,33.751,70.727,3.623,48.499,-52.464,-113.83,-279.458,45.673
4850,1528.205,4.718,33.822,70.72,3.631,48.499,-52.592,-113.634,-279.917,45.407
4851,1528.077,4.721,33.891,70.723,3.639,48.499,-52.692,-113.46,-280.364,45.12
4852,1527.934,4.722,33.976,70.726,3.645,48.5,-52.815,-113.274,-280.809,44.843
4853,1527.708,4.724,34.038,70.726,3.654,48.5,-52.923,-113.072,-281.266,44.549
4854,1527.536,4.727,34.123,70.73,3.66,48.5,-53.038,-112.882,-281.678,44.282
4855,1527.313,4.728,34.201,70.729,3.669,48.499,-53.154,-112.704,-282.132,43.998
4856,1527.197,4.73,34.273,70.728,3.676,48.499,-53.266,-112.51,-282.562,43.703
4857,1526.944,4.733,34.343,70.731,3.685,48.5,-53.373,-112.329,-282.981,43.432
4858,1526.689,4.734,34.431,70.735,3.689,48.5,-53.483,-112.141,-283.4,43.155
4859,1526.514,4.736,34.5,70.73,3.698,48.499,-53.608,-111.941,-283.844,42.866
4860,1526.314,4.737,34.583,70.736,3.704,48.499,-53.713,-111.753,-284.275,42.575
4861,1526.094,4.74,34.665,70.732,3.714,48.499,-53.816,-111.557,-284.675,42.297
4862,1525.904,4.741,34.743,70.741,3.722,48.499,-53.929,-111.363,-285.089,41.999
4863,1525.831,4.743,34.83,70.742,3.731,48.499,-54.056,-111.183,-285.527,41.715
4864,1525.645,4.744,34.917,70.739,3.737,48.5,-54.162,-110.978,-285.908,41.432
4865,1525.328,4.747,35.005,70.743,3.746,48.5,-54.261,-110.795,-286.307,41.15
4866,1525.249,4.749,35.091,70.74,3.75,48.5,-54.37,-110.591,-286.744,40.874
4867,1525.056,4.75,35.167,70.74,3.761,48.499,-54.486,-110.41,-287.127,40.587
4868,1524.821,4.752,35.243,70.746,3.768,48.499,-54.607,-110.219,-287.528,40.281
4869,1524.597,4.754,35.335,70.741,3.777,48.499,-54.718,-110.017,-287.939,39.995
4870,1524.394,4.757,35.413,70.742,3.785,48.5,-54.811,-109.819,-288.328,39.716
4871,1524.281,4.759,35.507,70.747,3.791,48.499,-54.934,-109.637,-288.703,39.419
4872,1524.184,4.76,35.595,70.744,3.799,48.5,-55.036,-109.442,-289.108,39.128
4873,1523.947,4.761,35.684,70.745,3.809,48.499,-55.145,-109.237,-289.492,38.85
4874,1523.678,4.764,35.767,70.752,3.815,48.5,-55.266,-109.039,-289.873,38.565
4875,1523.502,4.765,35.856,70.753,3.826,48.5,-55.365,-108.849,-290.261,38.26
4876,1523.275,4.767,35.946,70.749,3.832,48.499,-55.481,-108.65,-290.605,37.983
4877,1523.225,4.769,36.041,70.753,3.84,48.5,-55.582,-108.461,-290.983,37.678
4878,1523.059,4.77,36.125,70.754,3.851,48.499,-55.7,-108.254,-291.347,37.402
4879,1522.783,4.773,36.214,70.755,3.858,48.499,-55.801,-108.062,-291.734,37.109
4880,1522.573,4.775,36.313,70.751,3.866,48.5,-55.902,-107.852,-292.106,36.813
4881,1522.414,4.776,36.396,70.759,3.873,48.499,-56.014,-107.658,-292.44,36.515
4882,1522.212,4.779,36.49,70.754,3.881,48.5,-56.117,-107.465,-292.825,36.23
4883,1522.049,4.78,36.587,70.76,3.889,48.5,-56.224,-107.267,-293.171,35.932
4884,1521.762,4.782,36.681,70.758,3.9,48.499,-56.337,-107.052,-293.527,35.634
4885,1521.699,4.784,36.764,70.757,3.906,48.5,-56.446,-106.858,-293.874,35.345
4886,1521.453,4.786,36.861,70.759,3.917,48.499,-56.553,-106.656,-294.211,35.063
4887,1521.193,4.788,36.972,70.76,3.922,48.499,-56.661,-106.455,-294.561,34.764
4888,1521.056,4.789,37.049,70.762,3.933,48.5,-56.775,-106.253,-294.906,34.47
4889,1520.973,4.791,37.155,70.767,3.941,48.499,-56.876,-106.055,-295.257,34.171
4890,1520.653,4.793,37.252,70.762,3.949,48.499,-56.978,-105.851,-295.571,33.864
4891,1520.489,4.796,37.344,70.763,3.958,48.5,-57.083,-105.64,-295.932,33.588
4892,1520.349,4.798,37.444,70.764,3.968,48.5,-57.192,-105.451,-296.241,33.292
4893,1520.196,4.798,37.539,70.766,3.975,48.499,-57.292,-105.247,-296.589,32.992
4894,1519.93,4.8,37.638,70.77,3.984,48.499,-57.403,-105.031,-296.883,32.696
4895,1519.694,4.802,37.74,70.774,3.993,48.5,-57.504,-104.836,-297.202,32.387
4896,1519.609,4.804,37.839,70.771,4,48.499,-57.601,-104.638,-297.541,32.096
4897,1519.416,4.805,37.934,70.769,4.01,48.499,-57.705,-104.43,-297.844,31.794
4898,1519.167,4.809,38.046,70.77,4.019,48.499,-57.828,-104.222,-298.163,31.499
4899,1519.119,4.811,38.133,70.777,4.026,48.5,-57.921,-104.021,-298.486,31.195
4900,1518.8,4.812,38.238,70.778,4.037,48.5,-58.036,-103.814,-298.764,30.892
4901,1518.554,4.815,38.338,70.778,4.047,48.5,-58.131,-103.61,-299.089,30.595
4902,1518.457,4.816,38.453,70.778,4.054,48.499,-58.242,-103.394,-299.38,30.294
4903,1518.363,4.818,38.557,70.779,4.062,48.5,-58.33,-103.19,-299.692,30.01
4904,1518.038,4.82,38.658,70.776,4.073,48.501,-58.432,-102.988,-299.977,29.713
4905,1517.889,4.822,38.758,70.784,4.079,48.501,-58.548,-102.784,-300.274,29.396
4906,1517.629,4.823,38.862,70.782,4.092,48.499,-58.645,-102.559,-300.559,29.103
4907,1517.485,4.826,38.963,70.782,4.097,48.499,-58.745,-102.35,-300.855,28.794
4908,1517.373,4.827,39.074,70.781,4.107,48.499,-58.85,-102.14,-301.121,28.505
4909,1517.215,4.83,39.186,70.781,4.118,48.5,-58.946,-101.945,-301.421,28.195
4910,1517.031,4.83,39.282,70.787,4.126,48.501,-59.056,-101.735,-301.689,27.895
4911,1516.812,4.832,39.397,70.785,4.133,48.5,-59.153,-101.511,-301.97,27.596
4912,1516.602,4.835,39.495,70.789,4.145,48.499,-59.247,-101.313,-302.212,27.293
4913,1516.314,4.837,39.607,70.788,4.152,48.499,-59.353,-101.103,-302.501,26.985
4914,1516.248,4.838,39.719,70.79,4.163,48.499,-59.461,-100.882,-302.775,26.696
4915,1516.048,4.839,39.822,70.789,4.171,48.499,-59.553,-100.672,-303.042,26.387
4916,1515.801,4.842,39.929,70.79,4.182,48.5,-59.658,-100.456,-303.285,26.086
4917,1515.634,4.844,40.041,70.792,4.191,48.499,-59.759,-100.246,-303.525,25.79
4918,1515.421,4.845,40.136,70.797,4.2,48.5,-59.86,-100.049,-303.799,25.475
4919,1515.202,4.847,40.263,70.799,4.209,48.5,-59.967,-99.827,-304.052,25.174
4920,1515.084,4.849,40.37,70.793,4.218,48.5,-60.069,-99.622,-304.273,24.873
4921,1514.896,4.851,40.467,70.795,4.225,48.499,-60.155,-99.391,-304.53,24.574
4922,1514.744,4.854,40.588,70.8,4.235,48.5,-60.254,-99.192,-304.793,24.261
4923,1514.476,4.854,40.687,70.796,4.245,48.501,-60.349,-98.981,-305.016,23.955
4924,1514.373,4.857,40.809,70.801,4.253,48.5,-60.454,-98.75,-305.266,23.642
4925,1514.225,4.859,40.916,70.802,4.264,48.499,-60.552,-98.539,-305.494,23.348
4926,1513.914,4.86,41.03,70.8,4.274,48.5,-60.648,-98.33,-305.717,23.035
4927,1513.741,4.863,41.137,70.804,4.281,48.499,-60.747,-98.105,-305.927,22.736
4928,1513.598,4.865,41.253,70.805,4.292,48.5,-60.851,-97.896,-306.139,22.426
4929,1513.439,4.867,41.375,70.808,4.301,48.499,-60.957,-97.671,-306.384,22.12
4930,1513.193,4.868,41.488,70.804,4.309,48.5,-61.043,-97.453,-306.6,21.813
4931,1513.06,4.87,41.608,70.808,4.32,48.499,-61.139,-97.246,-306.8,21.503
4932,1512.795,4.872,41.703,70.812,4.329,48.501,-61.237,-97.025,-307.009,21.205
4933,1512.569,4.875,41.833,70.806,4.339,48.501,-61.342,-96.809,-307.24,20.903
4934,1512.38,4.877,41.947,70.807,4.347,48.501,-61.43,-96.601,-307.443,20.595
4935,1512.348,4.877,42.058,70.815,4.358,48.501,-61.533,-96.373,-307.647,20.288
4936,1512.034,4.879,42.168,70.816,4.367,48.5,-61.635,-96.159,-307.821,19.961
4937,1511.965,4.881,42.295,70.817,4.378,48.501,-61.727,-95.933,-308.035,19.669
4938,1511.633,4.883,42.396,70.817,4.388,48.5,-61.825,-95.723,-308.221,19.362
4939,1511.562,4.885,42.524,70.813,4.394,48.501,-61.911,-95.489,-308.393,19.05
4940,1511.339,4.887,42.647,70.819,4.405,48.499,-62.005,-95.269,-308.598,18.73
4941,1511.161,4.89,42.756,70.814,4.416,48.499,-62.104,-95.048,-308.765,18.428
4942,1510.949,4.891,42.863,70.819,4.425,48.499,-62.197,-94.836,-308.94,18.125
4943,1510.799,4.894,42.984,70.821,4.435,48.499,-62.286,-94.611,-309.139,17.821
4944,1510.635,4.894,43.104,70.822,4.446,48.499,-62.388,-94.384,-309.308,17.507
4945,1510.328,4.896,43.221,70.821,4.456,48.499,-62.489,-94.17,-309.477,17.196
4946,1510.136,4.899,43.339,70.825,4.463,48.501,-62.584,-93.954,-309.64,16.887
4947,1509.984,4.9,43.472,70.82,4.473,48.5,-62.673,-93.725,-309.798,16.574
4948,1509.783,4.901,43.577,70.823,4.482,48.499,-62.771,-93.506,-309.987,16.267
4949,1509.621,4.903,43.693,70.829,4.495,48.5,-62.866,-93.277,-310.15,15.951
4950,1509.396,4.906,43.819,70.828,4.503,48.5,-62.95,-93.063,-310.28,15.637
4951,1509.248,4.907,43.945,70.825,4.513,48.5,-63.05,-92.834,-310.459,15.333
4952,1509.028,4.909,44.068,70.826,4.523,48.499,-63.145,-92.616,-310.577,15.03
4953,1508.931,4.911,44.174,70.828,4.532,48.5,-63.235,-92.387,-310.722,14.709
4954,1508.64,4.914,44.3,70.83,4.542,48.5,-63.33,-92.167,-310.879,14.398
4955,1508.56,4.914,44.43,70.829,4.553,48.5,-63.409,-91.941,-311.041,14.082
4956,1508.241,4.918,44.548,70.835,4.561,48.501,-63.51,-91.712,-311.158,13.778
4957,1508.046,4.919,44.668,70.832,4.572,48.499,-63.592,-91.491,-311.278,13.458
4958,1507.952,4.921,44.791,70.836,4.579,48.499,-63.688,-91.247,-311.446,13.16
4959,1507.821,4.923,44.903,70.839,4.592,48.5,-63.786,-91.039,-311.561,12.854
4960,1507.572,4.925,45.023,70.839,4.6,48.5,-63.868,-90.798,-311.675,12.531
4961,1507.445,4.926,45.149,70.835,4.609,48.5,-63.968,-90.568,-311.791,12.228
4962,1507.247,4.929,45.279,70.842,4.622,48.501,-64.05,-90.342,-311.924,11.919
4963,1506.881,4.93,45.395,70.844,4.632,48.5,-64.138,-90.116,-312.02,11.606
4964,1506.777,4.932,45.513,70.842,4.64,48.499,-64.225,-89.899,-312.168,11.281
4965,1506.615,4.934,45.628,70.841,4.65,48.5,-64.327,-89.664,-312.277,10.983
4966,1506.411,4.935,45.763,70.843,4.658,48.5,-64.41,-89.438,-312.387,10.652
4967,1506.19,4.937,45.882,70.841,4.67,48.5,-64.494,-89.214,-312.473,10.345
4968,1505.965,4.94,46.013,70.842,4.681,48.501,-64.591,-88.971,-312.588,10.046
4969,1505.826,4.941,46.133,70.845,4.69,48.501,-64.686,-88.743,-312.651,9.727
4970,1505.683,4.943,46.258,70.846,4.7,48.5,-64.762,-88.51,-312.771,9.418
4971,1505.441,4.945,46.368,70.847,4.709,48.499,-64.861,-88.291,-312.87,9.095
4972,1505.31,4.948,46.495,70.847,4.718,48.5,-64.94,-88.065,-312.943,8.787
4973,1505.147,4.949,46.629,70.851,4.729,48.5,-65.035,-87.833,-313.048,8.473
4974,1504.866,4.951,46.743,70.849,4.738,48.5,-65.116,-87.595,-313.116,8.158
4975,1504.619,4.954,46.864,70.856,4.75,48.5,-65.2,-87.365,-313.184,7.854
4976,1504.575,4.955,46.988,70.857,4.759,48.5,-65.289,-87.126,-313.249,7.529
4977,1504.338,4.957,47.111,70.854,4.77,48.501,-65.379,-86.893,-313.325,7.21
4978,1504.224,4.958,47.254,70.852,4.78,48.499,-65.471,-86.666,-313.39,6.906
4979,1503.909,4.961,47.361,70.855,4.789,48.5,-65.564,-86.434,-313.461,6.59
4980,1503.704,4.962,47.488,70.86,4.799,48.5,-65.648,-86.208,-313.557,6.274
4981,1503.508,4.964,47.61,70.862,4.811,48.499,-65.728,-85.977,-313.595,5.972
4982,1503.35,4.966,47.74,70.862,4.818,48.5,-65.814,-85.74,-313.675,5.642
4983,1503.186,4.968,47.874,70.859,4.829,48.499,-65.896,-85.505,-313.698,5.332
4984,1503.014,4.97,47.992,70.863,4.841,48.501,-65.989,-85.268,-313.75,5.023
4985,1502.869,4.972,48.128,70.862,4.851,48.499,-66.06,-85.029,-313.811,4.718
4986,1502.576,4.973,48.237,70.865,4.86,48.5,-66.16,-84.791,-313.863,4.396
4987,1502.429,4.976,48.368,70.869,4.868,48.5,-66.235,-84.567,-313.909,4.085
4988,1502.353,4.977,48.485,70.865,4.881,48.5,-66.327,-84.326,-313.94,3.77
4989,1502.171,4.98,48.619,70.866,4.889,48.5,-66.41,-84.086,-313.971,3.452
4990,1501.89,4.982,48.741,70.865,4.899,48.5,-66.493,-83.86,-314.015,3.145
4991,1501.686,4.983,48.876,70.866,4.911,48.501,-66.567,-83.622,-314.046,2.819
4992,1501.454,4.985,48.99,70.871,4.918,48.5,-66.654,-83.382,-314.08,2.505
4993,1501.256,4.986,49.112,70.873,4.93,48.5,-66.741,-83.136,-314.064,2.199
4994,1501.035,4.989,49.255,70.871,4.94,48.5,-66.825,-82.904,-314.109,1.895
4995,1500.843,4.99,49.378,70.876,4.952,48.501,-66.916,-82.677,-314.136,1.566
4996,1500.748,4.992,49.499,70.87,4.958,48.5,-66.983,-82.431,-314.118,1.257
4997,1500.621,4.995,49.614,70.873,4.972,48.5,-67.065,-82.187,-314.135,0.947
4998,1500.278,4.997,49.755,70.874,4.978,48.5,-67.162,-81.958,-314.148,0.623
4999,1500.103,4.999,49.871,70.881,4.989,48.499,-67.244,-81.71,-314.176,0.315
5000,1499.973,5,49.995,70.881,5.001,48.5,-67.31,-81.484,-314.151,0.008
5601,1389.463,6.028,38.15,71.47,5.241,48.491,-67.691,80.357,98.005,-95.009
5602,1389.126,6.03,38.051,71.476,5.231,48.491,-67.606,80.595,98.943,-94.917
5603,1389.116,6.031,37.943,71.473,5.219,48.491,-67.526,80.841,99.873,-94.803
5604,1388.833,6.031,37.846,71.476,5.21,48.492,-67.448,81.083,100.822,-94.707
5605,1388.631,6.035,37.745,71.472,5.2,48.491,-67.378,81.329,101.77,-94.616
5606,1388.45,6.035,37.644,71.48,5.192,48.49,-67.293,81.568,102.704,-94.508
5607,1388.397,6.037,37.55,71.475,5.18,48.492,-67.216,81.801,103.608,-94.402
5608,1388.2,6.038,37.447,71.476,5.171,48.49,-67.126,82.04,104.562,-94.29
5609,1387.983,6.04,37.351,71.477,5.159,48.491,-67.05,82.282,105.497,-94.187
5610,1387.748,6.04,37.242,71.48,5.15,48.49,-66.964,82.518,106.422,-94.094
5611,1387.703,6.041,37.157,71.481,5.142,48.492,-66.878,82.757,107.329,-93.981
5612,1387.515,6.043,37.055,71.483,5.132,48.49,-66.801,83.002,108.26,-93.874
5613,1387.377,6.045,36.968,71.487,5.122,48.491,-66.713,83.229,109.18,-93.757
5614,1387.132,6.047,36.86,71.485,5.109,48.491,-66.629,83.473,110.109,-93.662
5615,1386.842,6.046,36.768,71.483,5.102,48.49,-66.544,83.7,111.038,-93.553
5616,1386.847,6.049,36.677,71.487,5.092,48.491,-66.457,83.944,111.956,-93.43
5617,1386.563,6.05,36.585,71.484,5.079,48.49,-66.381,84.171,112.894,-93.329
5618,1386.355,6.05,36.485,71.486,5.072,48.491,-66.3,84.404,113.81,-93.209
5619,1386.33,6.053,36.394,71.491,5.061,48.491,-66.214,84.64,114.718,-93.088
5620,1386.113,6.054,36.3,71.488,5.049,48.49,-66.13,84.876,115.636,-92.979
5621,1385.846,6.055,36.223,71.494,5.04,48.49,-66.042,85.115,116.556,-92.861
5622,1385.765,6.056,36.135,71.492,5.03,48.49,-65.946,85.345,117.474,-92.749
5623,1385.494,6.059,36.03,71.492,5.022,48.49,-65.875,85.58,118.381,-92.62
5624,1385.354,6.059,35.944,71.49,5.01,48.489,-65.786,85.827,119.297,-92.498
5625,1385.29,6.061,35.866,71.494,4.998,48.491,-65.687,86.048,120.232,-92.39
5626,1384.993,6.063,35.765,71.495,4.992,48.49,-65.605,86.293,121.128,-92.266
5627,1384.751,6.063,35.682,71.494,4.981,48.49,-65.528,86.512,122.063,-92.148
5628,1384.605,6.065,35.601,71.499,4.97,48.49,-65.428,86.746,122.94,-92.013
5629,1384.409,6.067,35.51,71.496,4.961,48.491,-65.351,86.979,123.877,-91.891
5630,1384.404,6.068,35.427,71.501,4.949,48.49,-65.266,87.221,124.754,-91.779
5631,1384.243,6.07,35.328,71.498,4.939,48.49,-65.168,87.451,125.687,-91.653
5632,1383.975,6.071,35.244,71.502,4.93,48.491,-65.077,87.68,126.594,-91.524
5633,1383.818,6.072,35.174,71.506,4.918,48.489,-64.999,87.916,127.489,-91.39
5634,1383.536,6.072,35.075,71.505,4.908,48.49,-64.92,88.133,128.369,-91.271
5635,1383.506,6.074,35,71.507,4.898,48.49,-64.814,88.365,129.268,-91.145
5636,1383.227,6.076,34.905,71.506,4.891,48.491,-64.73,88.605,130.196,-91.003
5637,1383.103,6.076,34.826,71.509,4.878,48.491,-64.638,88.83,131.076,-90.88
5638,1382.841,6.078,34.76,71.509,4.869,48.49,-64.549,89.06,131.964,-90.757
5639,1382.683,6.08,34.661,71.506,4.857,48.49,-64.458,89.291,132.861,-90.626
5640,1382.56,6.08,34.598,71.506,4.849,48.489,-64.383,89.512,133.769,-90.486
5641,1382.456,6.082,34.515,71.507,4.84,48.489,-64.283,89.74,134.675,-90.349
5642,1382.26,6.083,34.424,71.51,4.827,48.49,-64.201,89.984,135.563,-90.205
5643,1382.03,6.083,34.359,71.51,4.818,48.49,-64.117,90.198,136.447,-90.073
5644,1381.986,6.085,34.281,71.511,4.811,48.491,-64.009,90.428,137.341,-89.944
5645,1381.658,6.086,34.197,71.51,4.8,48.49,-63.918,90.654,138.223,-89.796
5646,1381.45,6.088,34.123,71.515,4.791,48.49,-63.841,90.895,139.114,-89.664
5647,1381.332,6.09,34.039,71.512,4.781,48.49,-63.744,91.112,139.988,-89.527
5648,1381.106,6.091,33.973,71.514,4.77,48.489,-63.665,91.337,140.876,-89.375
5649,1381.049,6.093,33.901,71.514,4.76,48.491,-63.57,91.56,141.727,-89.241
5650,1380.882,6.094,33.817,71.521,4.747,48.49,-63.47,91.785,142.624,-89.105
